iter,evals,noisy_best,true_best,sigma_best,step,x_best
1,10,7.379674778115469,7.6332238925250335,0.446570425174248,1.0,1.65012|-2.07372|0.179545|0.389989|-0.652451
2,20,6.258758508549632,6.428338348820806,0.433928905375665,0.995,0.606955|-0.674787|0.158002|0.0195998|-2.36205
3,30,2.2107924948530733,1.7320872073126303,0.30967708008652034,0.990025,0.739856|-0.784462|0.695942|0.241998|0.162553
4,40,0.6218308704265355,0.856503002497655,0.24454062784445008,0.985074875,0.0870447|0.246086|0.0616879|-0.704299|-0.537146
5,50,0.6218308704265355,0.856503002497655,0.24454062784445008,0.9801495006250001,0.0870447|0.246086|0.0616879|-0.704299|-0.537146
6,60,0.6218308704265355,0.856503002497655,0.24454062784445008,0.9752487531218751,0.0870447|0.246086|0.0616879|-0.704299|-0.537146
7,70,0.6218308704265355,0.856503002497655,0.24454062784445008,0.9703725093562657,0.0870447|0.246086|0.0616879|-0.704299|-0.537146
8,80,0.6218308704265355,0.856503002497655,0.24454062784445008,0.9655206468094844,0.0870447|0.246086|0.0616879|-0.704299|-0.537146
9,90,0.5432077599842182,0.9075490486759352,0.2494836885009757,0.960693043575437,-0.303345|-0.518201|-0.365606|-0.257545|-0.589068
10,100,0.5432077599842182,0.9075490486759352,0.2494836885009757,0.9558895783575597,-0.303345|-0.518201|-0.365606|-0.257545|-0.589068
11,110,0.5432077599842182,0.9075490486759352,0.2494836885009757,0.9511101304657719,-0.303345|-0.518201|-0.365606|-0.257545|-0.589068
12,120,0.5432077599842182,0.9075490486759352,0.2494836885009757,0.946354579813443,-0.303345|-0.518201|-0.365606|-0.257545|-0.589068
13,130,0.5432077599842182,0.9075490486759352,0.2494836885009757,0.9416228069143757,-0.303345|-0.518201|-0.365606|-0.257545|-0.589068
14,140,0.5432077599842182,0.9075490486759352,0.2494836885009757,0.9369146928798039,-0.303345|-0.518201|-0.365606|-0.257545|-0.589068
15,150,0.5432077599842182,0.9075490486759352,0.2494836885009757,0.9322301194154049,-0.303345|-0.518201|-0.365606|-0.257545|-0.589068
16,160,0.5432077599842182,0.9075490486759352,0.2494836885009757,0.9275689688183278,-0.303345|-0.518201|-0.365606|-0.257545|-0.589068
17,170,0.5432077599842182,0.9075490486759352,0.2494836885009757,0.9229311239742362,-0.303345|-0.518201|-0.365606|-0.257545|-0.589068
18,180,0.5432077599842182,0.9075490486759352,0.2494836885009757,0.918316468354365,-0.303345|-0.518201|-0.365606|-0.257545|-0.589068
19,190,0.5432077599842182,0.9075490486759352,0.2494836885009757,0.9137248860125932,-0.303345|-0.518201|-0.365606|-0.257545|-0.589068
20,200,0.5432077599842182,0.9075490486759352,0.2494836885009757,0.9091562615825302,-0.303345|-0.518201|-0.365606|-0.257545|-0.589068
